Item Name,SKU,Status,Opening Stock,Reorder Level
MEASURING TAPE 10M,T-0375,Active,2,0
"WIRE CUTTER 8""",T-0376,Active,3,0
TAPING (THREAD MAKER) 13MM,T-0377,Active,0,0
HAMMER STANDARD,T-0378,Active,2,0
"JAB SAW 12""",T-0379,Active,3,0
"AVIATION SNIPPER 6"" GERMAN-TYPE",T-0380,Active,3,0
NUT SETTER 8MM,T-0381,Active,3,0
"NUT SETTER ¼ """,T-0382,Active,2,0
CONCRETE CHISEL 250MM X 17MM,T-0383,Active,0,0
DIAMOND CUTTER 18MM,T-0384,Active,0,0
DIAMOND CUTTER 28MM,T-0385,Active,0,0
CORDLESS GRINDING MACHINE,T-0386,Active,5,0
CORDLESS DRILL,T-0387,Active,5,0
"ELTON HEATING ELEMENT OPENER 1¼""",T-0389,Active,0,0
"JOVEN HEATING ELEMENT OPENER 1¼""",T-0390,Active,0,0
"PECOL HEATING ELEMEN OPENER 2¼""",T-0391,Active,0,0
PPR WELDING MACHINE,T-0392,Active,3,0
HOLE SAW DRILL BIT 16MM,T-0393,Active,1,0
WOOD DRILL BIT ASPHALT,T-0394,Active,2,0
DRAIN HOSE 13MM X 3M,T-0395,Active,5,0
PHILLIPS SCREWDRIVER STUBBY,T-0396,Active,1,0
PLIERS LONG NOSE,T-0397,Active,0,0
FIRST AID KIT MINI/PORTABLE,T-0399,Active,7,0
EXTENSION LADDER 10F HEAVY DUTY,T-400,Active,7,0
A LADDER DOUBLE SIDE 5 STEPS,T-402,Active,5,0
A LADDER 7 STEPS,T-403,Active,4,0
PRESSURE WASHER,T-404,Active,0,0
"SILICON SEALANT - NEUTRAL CURE, CLEAR",PART-000056,Active,2,0
CAULKING GUN,T-406,Active,2,0
DESKTOP BROOM WITH DUSTPAN,T-407,Active,0,0
WATER WIPER,T-408,Active,0,0
TRASH BAG HEAVY DUTY 10S,T-409,Active,0,0
HARD NYLON BROOM,T-410,Active,0,0
WD40 LUBRICANT,T-411,Active,0,0
MICROFIBER CLOTH,T-412,Active,0,0
CHAMOIS CLOTH,T-413,Active,0,0
ELECTRICAL TAPE,T-414,Active,0,0
PTFE TEFLON TAPE,T-415,Active,0,0
PAIL SMALL,T-416,Active,0,0
PERMANENT MARKER PEN BLUE,T-417,Active,0,0
PERMANENT MARKER PEN BLACK,T-418,Active,0,0
WATER T&C KIT,T-419,Active,4,0
DIGITAL MULTIMETER WITH TEMPERATURE MEASURE,T-420,Active,3,0
TOOLS BAG 20 INCH,T-421,Active,2,0
POE FILTER CLEANING BRUSH,T-422,Active,0,0
PVC CANVAS 3M X 3M,T-423,Active,0,0
SERVICE KITS TOOLBOX,T-424,Active,0,0
EXTENSION LADDER 30F HEAVY DUTY,T-401,Active,7,0
CARTON – 180L/40G,PKG-000008,Active,0,
KINETICO MEDIA – RESIN,13672,Active,0,
KINETICO GEARS - Meter Turbine Retainer,7859,Active,0,
"THROAT,VENTURI CLEAR $",2379,Active,0,
Wooden Crate,IHSV-000004,Active,0,
"KINETICO PISTON PART - Main Valve Piston, CP213",17398,Active,0,
MERU 1350L / 300G VFM - 18KW PTV,COMP-008051,Active,0,
SUMMER 34E HCM - 3KW CARTON CEV,COMP-D-000490,Active,0,
PV BRACKET – T3MM X W30MM X H90MM,SMFG-000375,Active,0,
Y WRENCH 11/13/15,T-426,Active,1,
"POLY THREADED MALE SOCKET 1/2""",T-427,Active,0,
"POLY THREADED FEMALE SOCKET 1/2""",T-428,Active,0,
"PORTABLE GAS - ARGON, 1.4M3, REFILL",CSMB-000211,Active,0,
"RIVET BLIND – AL, 5/32'' X ½''",PART-000029,Active,0,
"WELD ELECTRODE – TUNGSTEN, 2.4 X 150MM",CSMB-000276,Active,0,
"COLLECTOR RAIL – 180L / 40G, AL, EXTRA LONG",SMFG-000376,Active,0,
HE Extractor,T-429,Active,5,
PV BRACKET – T3MM X W30MM X H50MM,SMFG-000378,Active,0,
"SUMMER® 300L CE SOLAR WATER HEATER, SILVER",COMP-008053,Active,0,
SUMMER 150E HFM 3KW WRAPPED BASIC,COMP-006133,Active,0,
"Tubing, 1/4"" x10'",8554A,Active,0,
"Valve, Ball-Elbow, 1/4"" Tube x 3/8"" Stem",15792,Active,0,
"Elbow, 1/4"" tube x 3/8"" Stem, V/L",15791,Active,0,
"PAINT – PRIMER & HARDENER, ICY BLUE, 1L/500ML",RAWM-000181,Active,0,
"PIPE – SS304, 3/4'' X T3MM X L3000MM",RAWM-000059,Active,0,
SIGHT GLASS SOLDER – 5/8”,PART-000123,Active,0,
THERMAL EXPANSION VALVE – R134A,PART-000173,Active,0,
VALVE BODY – 5/8” X 7/8”,PART-000175,Active,0,
"SOLENOID VALVE SOLDER – 5/8”, EVR 15, 032L-1228",PART-000172,Active,0,
SUMMER 1000G VFM - 18KW BASIC,COMP-000643,Active,0,
MERU MP-200G (200Gal / 908litres),COMP-008055,Active,0,
"STEEL BRICKLAYING TROWEL 5""",T-446,Active,0,
MANILA ROPE 32MM/KG,T-451,Active,0,
Schneider LC1E-09 3 Pole 240V Contactor,T-452,Active,0,
Schneider LRE-07 (1.6-2.4) Overload,T-453,Active,0,
MERU MP200 HCM - 9KW WRAPPED BASIC,COMP-008057,Active,0,
SUMMER 90E VFM -3KW CARTON BASIC,COMP-008059,Active,0,
HAGER 24H Timer Switch EHN711,T-454,Active,0,
Maltec-H Screw Plug Immersion Heater,Heater-380v-9kw,Active,0,
BUTELINE PE CLAMP,T-460,Active,0,
"ESTEEL STORAGE TANK 2300L, VRB WITH STAND",E2300S,Active,0,
CHECK VALVE 1'' BSP,PART- 000092,Active,,
KINETICO MEDIA - Macrolite® - 2030,FMED-001,Active,,
SCROLL COMPRESSOR – 15.8HP,PART-000167,Active,0,
Calgon HP 2-30PC - 0.37kW,T-0240,Active,1,
SUMMER 800L / 176G VFM - 9KW BASIC,COMP-D-002670,Active,0,
"Collector Plug - Brass, 3/4"" BSP",PURC-000008,Active,,
"Solar Boiler Care Kit - CX, SX, GX",BCMK-001,Active,,
"THERMOSTAT – 1P, 240VAC, 50HZ, 30°C-75°C",RAWM-000124,Active,0,
"TURBINE 6-STK,METER DBL NZL",7855A,Active,299,
"CONTACTOR – SCHNEIDER EASYPACT TVS, 3 POLES, 18A, 7.5KW, 240V",,Inactive,0,
ALUMINIUM FOIL - ROLL,,Inactive,0,
"CIRCULATING PUMP – WILO, 200V/50HZ",PART-000139,Active,0,
HEAT EXCHANGER 10HP,SMFG-000183,Active,0,
Roof Tile Paint Toffee Colour,PJOJTROOF05-C,Active,,
"NIPPLE FITTING – SS304, 1/2''",PART-000059,Active,0,
PVC REDUCER TEE 25MM X 15MM,,Inactive,0,
"PIPE – COPPER, HALF HARD R250, L4890MM",RAWM-000056,Active,0,
"SOLAR CONTROLLER – RESOL DELTASOL, CS/2",PART-000211,Active,0,
"75G Calorifier - EG, 1.5MM, SS304, 2.0MM (VFM)",COMP-008065,Active,0,
"PRESSURE LIMITING VALVE – 350KPA, 3/4"", MALE",PART-000201,Active,0,
"UNDER VOLTAGE MONITORING RELAY – ENTES, DGRC-01, 230V, 3PH",,Inactive,0,
"PIPE – SS304, OD22MM X T0.7MM X L4830MM",RAWM-000241,Active,0,
MERU MP136 VFM - 3 X #KW SS316 WRAPPED PTV,COMP-008066,Active,0,
KINETICO PREMIER SERIES® MACH CP213F TOTAL CARE KIT,KCSK-004,Active,0,
Solar Water Heater Switch Sticker,SWHSS,Active,,
"ESTEEL STORAGE TANK 2000L/440G, VRB WITH STAND",Model e2000S - ESTEEL,Active,0,
"(INACTIVE) SUMMER 300CX",SOL-005,Inactive,,
"(INACTIVE) Solar Boiler Dismantling (Roof)",BCGS-017,Inactive,,
"(INACTIVE) INSTALLATION KIT SUMMER - 300, STANDARD",(INACTIVE)COMP-000016,Inactive,0,
"(INACTIVE) SUMMER 180CX",SOL-001,Inactive,,
"(INACTIVE) Solar Boiler Installation (Roof)",BCGS-003,Inactive,,
System Kit SUMMER S - 180,COMP-000351,Active,,
System Kit SUMMER S - 300,COMP-000352,Active,,
MERU MP90 HWM-L - 9KW WRAPED BASIC,COMP-007545,Active,0,0
"KINETICO MEDIA TANK - 10X54 UI, 2100",13416,Active,10,
300L Air Source Mini Heat Pump (SUMMER-A),COMP-003249,Active,0,
SUMMER 55E HCM - 3KW CARTON CEV,COMP-006477,Active,0,
APPLIANCE RELOCATION SERVICE,BCGS-029,Active,,
"FLOAT VALVE - BRASS, 1/2""",T-448,Active,0,
"KINETICO MEDIA TANK - 13X54 UI, CP213",13417,Active,6,
SUMMER 25E HWM-R - 3KW WRAPED BASIC,COMP-006203,Active,0,
COMMERCIAL APPLIANCE INSTALLATION SERVICE,CMGS-001,Active,,
HOT PIPE S – 300L/66G,S-PART-000233,Active,,
SUMMER® 300CE Solar Hot Water Complete System (Retail),SOL-020,Active,0,
THERMOSTAT - EGO 1PH,T-0234,Active,11,
SUMMER 75E HCM - 3KW CARTON BASIC,COMP-007183,Active,0,
SUMMER 75E HWM-R - 3KW WRAP BASIC,COMP-007185,Active,0,
"[SN] MP75 Electric Heater - [Outdoor]",COMP-007209,Active,0,
SUMMER 75E HWM-L - 3KW WRAP BASIC,COMP-007189,Active,0,
MERU MP75 HFM - 3KW CARTON CEV,COMP-008052,Active,0,
MERU MP135 HCM - 3KW WRAPED PTV,COMP-005921,Active,0,
MERU MP45 HWM-R - 3KW WRAPED BASIC,COMP-006414,Active,24,2
"PARTS KIT J – 180L / 40G, 3/4”, 1 COLLECTOR, SM PACKAGING – SOLAR: CARTON",COMP-K-000007,Active,4,
MERU MP115 HCM - WRAPED PTV,COMP-007956,Active,0,
MERU MP68 HWM-L – 3KW WRAPPED CEV,COMP-006641,Active,0,
MERU MP90 HCM - 3KW WRAPPED PTV,COMP-007213,Active,0,
MERU MP200 HFM - 3KW WRAPPED MAX,COMP-006148,Active,0,
MERU MP68 HWM - 3KW WRAPPED CEV,COMP-006609,Active,0,
"BMG SOLAR COLLECTOR MATT BLACK - 1938MM, TRAYBOX: ZNAL",COMP-008031,Active,0,
MERU MP100 HFM - 3KW WRAPED CEV Faris,COMP-005675,Active,0,
MERU MP60 HCM - 3KW CARTON CEV,COMP-002646,Active,0,
MERU MP68 HCM - 3KW SS316 WRAPPED PTV,COMP-006963,Active,0,0
"PARTS KIT S – 300L / 66G, 3/4”, 2 COLLECTORS",COMP-005629,Active,0,0
MERU MP45 HWM-L - 3KW CARTON CEV,COMP-006451,Active,0,
MERU MP38 HWM-R - 3KW WRAPED BASIC,COMP-006385,Active,22,
MERU MP45 HWM-L - 3KW WRAPED BASIC,COMP-007717,Active,3,
"SOLAR COLLECTOR - MATT BLACK, 1938MM BRAND – SOLAR: ESTEEL,MATERIAL – TRAYBOX: ZNAL",COMP-008027,Active,0,
MERU MP34 HCM - 3KW WRAPED PTV,COMP-006280,Active,0,
MERU MP25 HCM - 3KW WRAPED BASIC,COMP-006200,Active,0,2
MERU MP30 - 3KW CARTON CEV,COMP-007833,Active,0,
MERU MP200 HFM - 3KW WRAPED PTV,COMP-006147,Active,0,
SUMMER® 180SX Solar Hot Water Complete System (Retail),SOL-0015,Active,0,
MERU MP68 HFM - 9KW WRAPPED BASIC,COMP-006666,Active,0,
MERU MP200 HFM W/O DRAIN - 3KW WRAPED PTV,COMP-000373,Active,0,
SUMMER 125E HFM - 9KW CARTON PTV,COMP-005876,Active,0,
SUMMER 125E HCM - 3KW WRAP BASIC,COMP-D-005577,Active,0,
"MERU MP115 HWM-L - 3KW WRAPED BASIC, 1/2""",COMP-005746,Active,0,
"MP450 Electric Heater - Forced Circulation, MERU",COMP-008064,Active,0,0
MERU MP34 HCM - 3KW CARTON CEV,COMP-006281,Active,0,
MERU MP60 HCM - 3KW WRAPED BASIC,COMP-006556,Active,9,
MERU MP90 HWM-R - 3KW WRAPED BASIC,COMP-007353,Active,10,
"BMI 180L SOLAR WATER HEATER - DIRECT OC[GVAL, 0.45MM], IT[SS304,1.5MM]",COMP-005642,Active,0,
MERU MP68 HWM-R - 3KW WRAPPED BASIC,COMP-006615,Active,0,
MERU MP45 HCM - 3KW WRAPED PTV,COMP-006407,Active,0,
MERU MP135 HWM - 3KW WRAPPED PTV,COMP-005937,Active,0,
MERU MP38 HWM - 3KW CARTON CEV,COMP-006364,Active,0,
"MERU MP115 HWM - 3KW WRAPPED PTV, 3/4""",COMP-005726,Active,0,
SUMMER® 300SX Solar Hot Water Complete System (Retail),SOL-018,Active,0,
MERU MP15 HFM - 3KW CARTON CEV,COMP-002825,Active,0,0
MERU MP90 HCM - 3KW WRAPED FARIS,COMP-002859,Active,0,0
MERU MP90 HCM - 3KW WRAPED CEV,COMP-007219,Active,0,0
MERU MP34 VWM - 3KW CARTON CEV,COMP-006339,Active,0,
"MP25 ELECTRIC HEATER HWM, WRAP, MERU, BASIC",COMP-006204,Active,0,
MERU MP34 HWM-L - 3KW WRAPED BASIC,COMP-006285,Active,4,
MERU MP38 HWM-L - 3KW WRAPED BASIC,COMP-006389,Active,14,
MERU MP90 HFM - 3KW CARTON CEV,COMP-007009,Active,1,
MERU MP90 HWM-L - 3KW WRAPED BASIC,COMP-007481,Active,0,
MERU MP200 HWM-R - 3KW WRAPED BASIC,COMP-006928,Active,0,
"MERU MP115 HWM-R - 3KW WRAPED BASIC, 1/2""",COMP-007939,Active,0,
MERU MP30 HCM - 3KW WRAPED CEV FARIS,COMP-006239,Active,0,
MERU MP200 HFM - 3KW WRAPPED BASIC,COMP-006156,Active,0,
MERU MP90 HCM - 9KW WRAPED BASIC,COMP-007289,Active,30,5
MERU MP150 HFM W/O DRAIN - 3KW WRAPED CEV FARIS,COMP-000433,Active,0,
MERU MP68 HCM - 3KW WRAPPED CEV,COMP-006577,Active,0,
MERU MP135 HFM - 3KW WRAPPED BASIC,COMP-006002,Active,0,
"INSTALLATION KIT – 300L/60G, 2 COLLECTORS, METAL DECK RAISER",COMP-002946,Active,0,
"PARTS KIT S – 450L / 100G, 3/4”, 3 COLLECTORS, SM, NO CARTON",COMP-005633,Active,0,
Kinetico CP213F OD - Activated Carbon Complete System (Home Care),KSI-0001,Active,0,
"Kinetico Premier Series® MACH 2100f OD, Macrolite® Complete System (Home Care)",KSI-0005,Active,0,
SUMMER® 450SX Solar Hot Water System Complete System (Home Care),SOLI-013,Active,0,
SUMMER® 300CE Solar Hot Water System Complete System (Home Care),SOLI-020,Active,0,
"Kinetico Premier Series® MACH 4060f OVERDRIVE®, Macrolite®/Activated Carbon Complete System (Home Care)",KSI-0006,Active,0,
SUMMER® 450CX Solar Hot Water Complete System (Retail),SOL-012,Active,0,
SUMMER® 180TX Solar Hot Water System Complete System (Home Care),SOLI-016,Inactive,0,
SUMMER® 180CE Solar Hot Water Complete System (Retail),SOL-021,Inactive,0,
SUMMER® 180TX Solar Hot Water Complete System (Retail),SOL-016,Inactive,0,
SUMMER® 180CE Solar Hot Water System Complete System (Home Care),SOLI-021,Inactive,0,
SUMMER® Choice 300 Solar Hot Water System Complete System (Home Care),SOLI-011,Inactive,0,
Solar Collector SUMMER - TX,COMP-002942,Active,14,3
SUMMER 180L SOLAR WATER HEATER - INDIRECT,COMP-008045,Active,5,
SUMMER 400L SOLAR WATER HEATER - DIRECT,COMP-005668,Active,7,0
SUMMER® 300SX Solar Hot Water System Complete System (Home Care),SOLI-018,Active,0,
SUMMER® 180SX Solar Hot Water System Complete System (Home Care),SOLI-015,Active,0,
SUMMER® 300TX Solar Hot Water System Complete System (Home Care),SOLI-019,Active,0,
MERU MP45 HCM - 3KW CARTON CEV,COMP-006408,Active,0,
"COIL – SS304, JIS G4305, 2B, T1.5MM X W1219MM",RAWM-000003,Active,,
"MP150 -OD510MM,OC 0.45MM,IT 1.2MM VFM,1H,NC,3KW",COMP-008321,Active,0,
"COIL – SS304, JIS G4305, 2B, T1.5MM X W1524MM",RAWM-000005,Active,,
SUMMER 75E HFM - 3KW WRAP BASIC,COMP-008980,Active,0,
SUMMER 75E VFM-3KW CARTON BASIC (Weatherproof),COMP-008978,Active,0,
"THERMAL LIMITER - 1P, 240VAC, 50HZ, 82°C",S-PART-000227,Active,0,
Cartridge Kinetico Microcarbon/NanoFACT® FC-550,100-1003,Active,,
Storage Tank Kinetico Air Charge 3 Gallons,9344B,Active,,
SUMMER 25E HCM - 3KW WRAPED BASIC,COMP-006199,Active,8,
"Kinetico Premier Series® MACH 2030f OD, Macrolite® Complete System (Retail)",KS-0003,Active,0,
MERU MP34 HCM - 3KW WRAPED BASIC,COMP-006283,Active,22,2
"50G Calorifier - VFM, 9kW, Meru",COMP-008149,Active,0,
KINETICO PREMIER SERIES® MACH CP213F TOTAL CARE,KCS-004,Active,0,
MERU MP90 HCM - 3KW CARTON CEV,COMP-007235,Active,0,
K5 Filter Care Kit - Pre/Post Base Cartridge,BCMK-007,Active,,
COLD PIPE S – 300L/66G,S-PART-000232,Active,,
SUMMER® 300TX Solar Hot Water Complete System (Retail),SOL-019,Active,0,
MERU MP136 HFM - 3 X 3KW SS316 CARTON PTV,COMP-D-005830-SS316,Active,0,
CRANE RENTAL(7 TONNE),BCGS-036,Active,,
MERU MP38 HCM - 3KW WRAPPED CEV,COMP-006346,Active,0,
MERU MP136 HFM - 3 X 3KW SS316 WRAPPED PTV,COMP-006077,Active,0,
MERU MP150 VFM 3KW,COMP-003390,Active,0,
CABLE CLIP 18 MM,T-0003,Active,50,
Meru 300G Calorifier VFM 9 kW,COMP-008984,Active,0,
"VALVES – V06 1"" - 1/2"", 8168031",PART-000220,Active,0,
MERU MP38 HFM - 3KW WRAPPED PTV,COMP-008067,Active,0,
SUMMER 90E HCM - 3KW CARTON BASIC,COMP-007233,Active,0,
SUMMER® SOLAR 450 FLAT INSTALL KIT,COMP-000406,Active,0,
SUMMER® SOLAR 180 FLAT INSTALL KIT,COMP-000358,Active,0,
MERU MP38 HCM - 3KW WRAPED BASIC,COMP-006381,Active,21,3
"ESTEEL STORAGE TANK 1350L/300G, VRB WITH STAND",e1350S,Active,0,
GX MANIFOLD - 30,S-COMP-000150,Active,0,
MP25 HCM - 3KW WRAPPED CEV,COMP-006178,Active,0,
MERU MP75 HFM - 3KW WRAPPED BASIC,COMP-008056,Active,0,
MERU MP150 VFM 9KW,COMP-002874,Active,0,
"Meru MP115 HCM, 1H, Non Coating",COMP-008983,Active,0,
"PARTS KIT J – 300L/66G, 3/4”, 2 COLLECTORS, SM PACKAGING – SOLAR: CARTON",COMP-005622,Active,0,
AVENTURA POE FILTER - 844,T-0245,Active,90,
"PPR SOCKET 25MM/ 3/4""",T-0013,Active,30,
BALL COCK 25MM,T-0019,Active,27,
"PVC TEE 3/4""",T-0036,Active,73,
"SS REDUCER SOCKET 1 1/4"" X 3/4""",T-0006,Active,70,
"BRASS REDUCER ELBOW 3/4"" X 1/2""",T-0081,Active,10,
"BRASS ELBOW 3/4""",T-0120,Active,10,
"BRASS THREADED FEMALE SOCKET 3/4""",PURC-000159,Active,158,
"BRASS THREADED MALE ELBOW 3/4""",T-0129,Active,130,
BRASS THREADED FEMALE ELBOW 1/2'',T-0191,Active,"1,000",
"CABLE WIRE - FLEXIBLE PVC, GREY, 300/500V, 3 CORE, 2.5MM2 X L2M",T-0001,Active,8,
HEATING ELEMENT INCOLOY 3KW OLD WHITE WIRE,T-0232,Active,14,
HEATING ELEMENT – 3KW EGO,S-PART-000311,Active,13,
"CALORIFIER STRAP – SS304, T0.9MM X W30MM X L633MM",SMFG-000073,Active,"1,789",
KINETICO CAP AREA PARTS - ECCENTRIC PIN,1520,Active,542,
KINETICO GEARS - GEAR #6,1527,Active,700,
"KINETICO VALVE - PURGE VALVE HEAD, 0-RING, 2030, 2060, 2100, 4060, CP213",8656,Active,464,
KINETICO CAP AREA PARTS - REGENERATION DRIVE PAWL,5511,Active,609,
"KINETICO, GEAR, TURBINE 10, REGEN",1671A,Active,99,
"KINETICO VALVE PARTS - CONTROL DISC, TAN, LAPD & UT, PARA-FLO",5565,Active,31,
KINETICO GEARS - GEAR #P16 NYLON,7896A,Active,323,
KINETICO VALVE PARTS - METER DISC #3,1506,Active,148,
KINETICO GEARS - GEAR #5,1526,Active,"1,172",
KINETICO CARTRIDGE – SELECTO QCM350+,16508,Active,7,
KINETICO CARTRIDGE – K5 VOC GUARD,12778,Active,22,
"KINETICO SMART START - TIMER CIRCUIT, LVL 1 W/COATING",12142,Active,1,
"PIPE - SS304, OD25MM X T0.6MM",T-0220,Active,9,
"SILICON SEALANT - NEUTRAL CURE, BLACK",T-0255,Active,130,
"HEATING ELEMENT, THERMOWATT, 240V 300W",PURC-000228,Inactive,86,
KINETICO DISTRIBUTOR – UPPER STANDARD DLD,2160A,Active,115,
"KINETICO SOLITAIRE VALVE - MAIN BASE, STANDARD",8651C,Active,30,
INSTALLATION KIT RAISER BRACKET – 270L/300L/400L,COMP-000470,Active,0,
PPR THREADED MALE SOCKET 1'',T-0272,Active,0,
"FILTER MEDIA – COARSE SAND, 2.4MM -4.8MM",S-PART-000385,Active,0,
"HOT PIPE S – 450L/100G, SM, COPPER, HALF HARD R250, OD22MM X T0.9MM",SMFG-000133,Active,0,
BRACKET FLAT ROOF – 180L,COMP-000031,Active,0,
"CARTON – SUMMER, 400L / 90G, T515MM X W515MM X L2770MM",PKG-000020,Active,0,
FAN CAPACITOR FOR MINI HEAT PUMP (APPLICABLE MODEL: 010603030004),CO-HF-05,Active,0,
"SCREW – ZP, PN, M4 X 0.7MM X 6MM",RAWM-000010,Active,0,
"KINETICO CONNECTORS – UNION 3/8TX1/4T, MG A6UC4, PLUSVX, QUICKFLO, A200, K5",8561A,Active,25,
"POWER DISTRIBUTION BOARD – 60A, 3 PHASE",PART-000143,Active,0,
SOLENOID VALVE COIL – 240V,PART-000124,Active,0,
"FOAM TAPE ROLL – BLACK, W12MM X L8M",PART-000054,Active,0,
"CARTRIDGE KINETICO MACH Prefilter 16"" 5Micron Reusable",11829,Active,0,
"PIPE - PPR, 63MM X 4MM PN20 GF RED STRIPE",T-0291,Active,0,
"SS REDUCER BUSH 3"" X 2""",T-0297,Active,0,
"SS NIPPLE 3""/80MM",T-0301,Active,0,
PPR TEE 63MM,T-0305,Active,0,
"PPR THREADED MALE ADAPTOR 63MM X 2""",T-0311,Active,0,
"KINETICO VALVE PART - ELBOW, LEVEL ONE DRAIN, 1/2""",72631,Active,1,
KINETICO PARTS-K2 Postfilter Head Bracket Assembly,9426E,Active,0,
PLUG TOP 13A,SUM-13A-PT,Active,0,0
"COLLECTOR OLIVE – BRASS, OD22MM X L131MM, M30",PART-000193,Active,0,
"PORTABLE GAS – NITROGEN, 4.0M3, REFILL",CSMB-000300,Active,0,
COMPRESSOR OIL - 4L,SL68,Active,0,
PVC PIPE CUTTER 0-42MM,T-0365,Active,3,0
"INSULATED WIRE ROLL – WHITE, FIBRE GLASS",RAWM-000026,Active,0,
"PIPE - BUTELINE, OD25MM, 5M",T-431,Active,0,
FILTER DRIER – 5/8”,PART-000103,Active,0,
HACKSAW - MINI,T-436,Active,0,
"POLY THREADED FEMALE BEND 3/4"" X 25MM",T-440,Active,0,
"PVC NIPPLE SOCKET 1/2""",T-444,Active,0,
PAINT BRUSH,T-450,Active,0,
"REFRIGERATION LUBRICANT – RL 68H, 5L",CSMB-000217,Active,0,
"COPPER ELBOW – 7/8""",PART-000098,Active,0,
COLLECTOR UNION,SMFG-000400,Active,0,
COMPRESSOR FOR MINI HEAT PUMP,PA 145G1C - 4FT1,Active,0,
"HOT PIPE S 300L/66G, SM, SS304, OD22MM X T0.7MM",SMFG-000381,Active,0,
"SCROLL CP, 10.4HP, 50HZ/ 3PH/ 380-420V, ROTOLOCK",PART-000166,Active,0,
"CARTON – MERU, 25L/5G, T360MM X W360MM X L685MM",PKG-000030,Active,0,
PRESSCONTROL 220-240V 50/60Hz 1.5BAR,APC1.5BAR,Active,0,
COLD EXPANSION VALVE - 1000KPA 3/4'',PURC-000087,Active,7,
KINETICO FC-550 DRINKING WATER STATION,100-1000,Active,4,
"PPR THREADED MALE SOCKET 3/4""",T-0010,Active,1,
BRASS TEE ADAPTER - ½'' X ½'' X ¾'',PART-000044,Active,279,
"PVC SOCKET 1/2""",T-0024,Active,10,
"PVC ELBOW 1/2""",T-0039,Active,56,
SS REDUCING NIPPLE 3/4'' X 1/2'',PART-000060,Active,42,
"SS NIPPLE 1/2""",PURC-000019,Active,121,
"BRASS THREADED FEMALE ELBOW 3/4""",T-0122,Active,120,
"BRASS THREADED MALE SOCKET 1/2""",PART-000111F,Active,"1,041",
"BRASS THREADED MALE SOCKET 3/4""",T-0145,Active,16,
"BRASS TEE 3/4""",T-0209,Active,85,
PVC REDUCER SOCKET 15MM X 25MM,T-0265,Active,0,
HEATING ELEMENT - PECOL,3401910,Active,4,
"COLLECTOR UNION – COPPER, HARD R290, OD22MM X T0.9MM X L115MM",SMFG-000067,Active,23,
"COLLECTOR TRIM - ALU ALLOY, 6063-T5, NATURAL ANODISE, T1.2MM X W3/4'' X W3/4'' X L2958MM",PART-000051,Active,15,
KINETICO SILICONE PACKET,1452,Active,10,
KINETICO GEARS - GEAR #2,1523,Active,"1,170",
KINETICO CAP AREA PARTS - METER DRIVE PAWL,7014,Active,476,
KINETICO GEARS - REGENERATION TURBINE #PP8,9272A,Active,246,
KINETICO CARTRIDGE – K5 MINERAL PLUS,13041,Active,37,
KINETICO CARTRIDGE – A200 MEMBRANE,9428A,Active,20,
"KINETICO MECHANICAL PARTS - SCREW, #10-14 1.5"" LONG",10734,Active,10,
KINETICO GEARS - GEAR #P14 NYLON,7894A,Active,462,
"KINETICO SEALS - O-RING, 011",10634,Active,28,
KINETICO VALVE PARTS - METER DISC #5,1508,Active,44,
"KINETICO VALVE PARTS - IN/OUT ADAPTER, MALE E CLIP, 1.25"", GFN PLASTIC",10739,Active,307,
"KINETICO SYSTEM CONTROLLERS - SMART START, NO BOX, EU",12137,Active,12,
"KINETICO DISTRIBUTOR TUBES - 8X40 UI KI, 2060",13439,Active,16,
"SOLENOID,BI-STABLE,6VDC",12104A,Active,2,
"PIPE - SS304, OD15MM X T0.6M",T-0218,Active,2,
"KINETICO MEDIA – MACROLITE RX, 1 ft³",16019,Active,1,
KINETICO VALVE PARTS - METER DISC #8,1511,Active,10,
CONDUIT - FLEXIBLE 6/8'',T-0260,Active,13,
"SENSOR POCKET - SS304, 1/2"" X L205MM",SMFG-000164,Active,5,
KINETICO DISTRIBUTOR TUBES - ASY 10X54 UI KI,13421,Active,22,
"PARTS KIT S – 400L / 90G, 3/4”, 2 COLLECTORS, SM PACKAGING – SOLAR: CARTON",COMP-K-000015,Active,11,
"KINETICO SEALS – O-RING, STEM GEAR, O-RING, 006-CBRV",2657,Active,"1,000",
"HEATING ELEMENT – INCOLOY 800, WHITE SEALANT, 9KW/415V, L450MM, STRAIGHT",PART-000003,Active,0,
"HOT PIPE S – 180L/40G, SM, COPPER, HALF HARD R250, OD22MM X T0.9MM",SMFG-000068,Active,0,
MAIN PC BOARD FOR MINI HEAT PUMP (APPLICABLE MODEL: 010602020101),CO-HF-13,Active,0,
BRACKET FLAT ROOF – 450L,COMP-000187,Active,0,
GX EVACUATED TUBE - S,S-COMP-000147,Active,0,
FAN MOTOR FOR MINI HEAT PUMP (APPLICABLE MODEL: 010202000208),CO-HF-20,Active,0,
"PPR THREADED MALE SOCKET 1/2""",T-0275,Active,0,
KINETICO AQUAKINETIC® A200 FILTER,13554,Active,0,
DUAL PRESSURE CONTROLLER,PART-000101,Active,0,
"MULTISTAGE PUMP – 0.37KW, 2900RPM, 415V, 3PH, 50HZ, HORIZONTAL",PART-000111,Active,0,
"ISOLATION BARRIER 110-220VAC, G1/2""(PTB),+UV,ITA-IB03",PART-000198,Active,0,
